,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km
128,porsche,gas,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,37028,13.823529411764707,9.4
132,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11850,11.19047619047619,8.392857142857142
133,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,12170,11.19047619047619,8.392857142857142
134,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,15040,11.19047619047619,8.392857142857142
135,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,15510,11.19047619047619,8.392857142857142
136,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18150,12.368421052631579,9.038461538461538
137,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18620,12.368421052631579,9.038461538461538
138,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,5118,7.580645161290323,6.527777777777778
139,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7053,9.038461538461538,7.580645161290323
140,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7603,9.038461538461538,7.580645161290323
141,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7126,7.34375,6.351351351351352
142,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,7775,8.392857142857142,7.121212121212121
143,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9960,9.038461538461538,7.34375
144,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9233,9.791666666666666,9.4
145,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11259,9.791666666666666,8.10344827586207
146,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,7463,8.392857142857142,7.34375
147,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,10198,9.4,7.580645161290323
148,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8013,10.217391304347826,8.10344827586207
149,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11694,10.217391304347826,10.217391304347826
150,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,5348,6.714285714285714,6.0256410256410255
151,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6338,7.580645161290323,6.184210526315789
152,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6488,7.580645161290323,6.184210526315789
153,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6918,7.580645161290323,6.351351351351352
154,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7898,8.703703703703704,7.34375
155,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8778,8.703703703703704,7.34375
156,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6938,7.833333333333333,6.351351351351352
157,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7198,7.833333333333333,6.351351351351352
158,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7898,6.911764705882353,6.527777777777778
159,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7788,6.184210526315789,5.0
160,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7738,6.184210526315789,5.0
161,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8358,8.392857142857142,6.911764705882353
162,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,9258,8.392857142857142,6.911764705882353
163,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8058,8.10344827586207,6.911764705882353
164,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8238,8.10344827586207,6.911764705882353
165,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9298,9.038461538461538,8.10344827586207
166,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9538,9.038461538461538,8.10344827586207
167,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,8449,9.791666666666666,7.833333333333333
168,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9639,9.791666666666666,7.833333333333333
169,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9989,9.791666666666666,7.833333333333333
170,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11199,9.791666666666666,7.833333333333333
171,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11549,9.791666666666666,7.833333333333333
172,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,17669,9.791666666666666,7.833333333333333
173,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8948,8.10344827586207,6.911764705882353
174,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,10698,7.833333333333333,7.121212121212121
175,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9988,8.703703703703704,7.34375
176,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,10898,8.703703703703704,7.34375
177,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11248,8.703703703703704,7.34375
178,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,16558,11.75,9.791666666666666
179,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,15998,12.368421052631579,9.791666666666666
180,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,15690,11.75,9.791666666666666
181,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,15750,12.368421052631579,9.791666666666666
182,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7775,6.351351351351352,5.108695652173913
183,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,7975,8.703703703703704,6.911764705882353
184,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7995,6.351351351351352,5.108695652173913
185,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8195,8.703703703703704,6.911764705882353
186,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8495,8.703703703703704,6.911764705882353
187,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,9495,6.351351351351352,5.595238095238095
188,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9995,9.038461538461538,7.34375
189,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,11595,9.791666666666666,8.10344827586207
190,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9980,9.791666666666666,8.10344827586207
191,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,13295,12.368421052631579,9.791666666666666
192,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,13845,7.121212121212121,6.184210526315789
193,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,12290,9.4,7.580645161290323
194,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12940,10.217391304347826,8.392857142857142
195,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,13415,10.217391304347826,8.392857142857142
196,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,15985,9.791666666666666,8.392857142857142
197,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16515,9.791666666666666,8.392857142857142
198,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18420,13.823529411764707,10.681818181818182
199,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18950,13.823529411764707,10.681818181818182
200,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16845,10.217391304347826,8.392857142857142
201,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19045,12.368421052631579,9.4
202,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,21485,13.055555555555555,10.217391304347826
203,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,22470,9.038461538461538,8.703703703703704
204,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,22625,12.368421052631579,9.4
